calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
23228,19023,2023-05-03,,2,,,,youngs
23045,19028,2023-03-18,,2,,,,youngs
23238,19033,2023-05-08,,1,,,,youngs
23163,19037,2023-04-13,,2,,,,youngs
,19039,,,,1,,,youngs
23065,19044,2023-03-20,,1,,,,youngs
,19048,,,0,,,,youngs
23221,19049,2023-04-28,,2,,,,youngs
23074,19050,2023-03-25,,1,,,,youngs
23172,19051,2023-04-16,,2,,,1,youngs
,19058,,,,1,,,youngs
23227,19065,2023-05-01,,2,,,1,youngs
23156,19067,2023-04-12,,2,,,,youngs
23182,19068,2023-04-18,,2,,,,youngs
23078,19070,2023-03-28,,1,,,,youngs
23145,19074,2023-04-07,,2,,,,youngs
,19076,,,0,,,,youngs
,19077,,,,1,,,youngs
23148,19081,2023-04-11,,2,,,,youngs
23149,19083,2023-04-10,,2,,,,youngs
23219,19085,2023-04-29,,2,,,,youngs
23048,19089,2023-03-22,,1,,,,youngs
23239,19091,2023-05-07,,2,,,,youngs
23063,19093,2023-03-19,,1,,,,youngs
,19094,,,0,,,,youngs
23146,19096,2023-04-07,,2,,,,youngs
23109,19104,2023-04-03,,2,,,,youngs
,19108,,,0,,,,youngs
23269,19112,2023-05-21,,2,,,,youngs
23229,19117,2023-05-03,,2,,,,youngs
23118,19122,2023-04-04,,2,,,1,youngs
23160,19123,2023-04-13,,2,,,1,youngs
23176,19125,2023-04-14,,2,,,1,youngs
,19128,,,0,,,,youngs
23053,19132,2023-03-22,,1,,,,youngs
23054,19138,2023-03-20,,1,,,,youngs
23056,19140,2023-03-19,,1,,,,youngs
,19141,,,,1,,,youngs
23066,19146,2023-03-21,,2,,,,youngs
,19147,,,,1,,,youngs
23158,19157,2023-04-13,,2,,,,youngs
,19168,,,0,,,,youngs
23047,19170,2023-03-21,,1,,,,youngs
23243,19175,2023-05-10,,2,,,,youngs
23276,19178,2023-06-05,,2,,,,youngs
,19185,,,0,,,,youngs
23263,19189,2023-05-19,,2,,,,youngs
23178,19202,2023-04-15,,2,,,,youngs
23275,19204,2023-05-27,,2,,,,youngs
23183,19210,2023-04-18,,2,,,,youngs
,19221,,,0,,,,youngs
23259,19222,2023-05-18,,2,,,,youngs
23218,19233,2023-04-30,,2,,,,youngs
23042,19234,2023-03-21,,1,,,,youngs
23177,19236,2023-04-15,,2,,,,youngs
,19237,,,0,,,,youngs
23203,8408,2023-04-22,,2,,,,olds
,8783,,,0,,,,olds
,9981,,,0,,,,olds
,10121,,,,1,,,olds
23212,10341,2023-04-26,,2,,,,olds
23102,11019,2023-04-02,,1,,,,olds
23266,11043,2023-05-23,,2,,,,olds
23200,11237,2023-04-22,,2,,,,olds
23225,11275,2023-04-28,,2,,,,olds
23092,11238,2023-03-30,1,1,,,,olds
23271,12029,2023-05-22,,2,,,,olds
23127,12091,2023-04-05,,2,,,1,olds
23202,12111,2023-04-24,,2,,,,olds
,12125,,,0,,,,olds
23261,12129,2023-05-22,,2,,,1,olds
,12129,,,0,,,,olds
23247,12289,2023-05-12,,2,,,,olds
23211,12325,2023-04-25,,,,1,,olds
23210,12325,2023-04-25,,2,,,,olds
,12359,,,0,,,,olds
23198,12377,2023-04-23,,2,,,,olds
23191,12389,2023-04-18,,2,,,1,olds
23084,12447,2023-03-30,,1,,,,olds
,13007,,,0,,,,olds
,13021,,,0,,,,olds
,13037,,,,1,,,olds
23236,13067,2023-05-06,,2,,,,olds
,13085,,,2,,,1,olds
23199,13155,2023-04-21,,2,,,,olds
23079,13197,2023-03-29,,1,,,,olds
,13255,,,0,,,,olds
23267,13285,2023-05-14,,2,,,1,olds
,13351,,,0,,,,olds
23169,13359,2023-04-16,,2,,,,olds
23230,13365,2023-05-05,,2,,,,olds
23196,14035,2023-04-21,,2,,,,olds
23104,14051,2023-04-01,,2,,,1,olds
23144,14107,2023-04-09,,2,,,1,olds
23142,14111,2023-04-08,,2,,,1,olds
,14129,,,0,,,,olds
23190,14139,2023-04-19,,2,,,,olds
23248,14199,2023-05-11,,2,,,1,olds
23131,14211,2023-04-07,,2,,,1,olds
,14215,,,0,,,,olds
23260,14283,2023-05-22,,2,,,1,olds
23094,14289,2023-03-31,,1,,,,olds
23181,14325,2023-04-17,,2,,,,olds
23226,14405,2023-04-29,,2,,,,olds
23241,14421,2023-05-09,1,2,,,1,olds
23217,14477,2023-04-27,,2,,,,olds
23123,15021,2023-04-04,,2,,,,olds
,15057,,,0,,,,olds
23081,15059,2023-03-29,,2,,,1,olds
23185,15079,2023-04-18,,2,,,,olds
23170,15089,2023-04-16,,2,,,1,olds
23085,15101,2023-03-30,,1,,,,olds
,15109,,,0,,,,olds
,15147,,,0,,,,olds
,15149,2023-03-21,,,,,,olds
23189,15163,2023-04-18,,2,,,,olds
23201,15279,2023-04-22,,2,,,,olds
23124,15293,2023-04-04,,1,,,,olds
23256,15305,2023-05-16,,2,,,,olds
23072,15313,2023-03-25,,1,,,,olds
23255,15333,2023-05-16,,2,,,,olds
23133,15339,2023-04-06,,2,,,1,olds
23168,15343,2023-04-17,,2,,,1,olds
23204,15371,2023-04-22,,2,,,,olds
23132,15405,2023-04-07,,2,,,1,olds
23033,15419,,,2,,,1,olds
23101,15439,2023-04-02,,2,,,,olds
23080,15461,2023-03-28,,1,,,,olds
23273,15487,2023-05-28,,2,,,,olds
23209,15521,2023-04-25,,2,,,,olds
23254,15533,2023-05-17,,2,,,,olds
23110,16013,2023-04-03,,1,,,,olds
23034,16015,2023-03-19,,,,,1,olds
,16029,,,0,,,,olds
,16037,,,0,,,,olds
23073,16061,2023-03-25,,1,,,,olds
23224,16083,2023-04-29,,2,,,,olds
23112,16103,2023-04-03,,1,,,,olds
23107,16129,2023-04-01,,1,,,,olds
23082,16133,2023-03-28,,1,,,,olds
23108,16147,2023-04-02,,1,,,,olds
23103,16169,2023-04-02,,1,,,,olds
23242,16279,2023-05-09,,2,,,,olds
23187,16283,2023-04-18,,2,,,,olds
23188,16311,2023-04-19,,2,,,,olds
,16331,,,,1,,,olds
23272,16351,2023-05-25,,2,,,,olds
23237,16397,2023-05-06,,2,,,,olds
23186,16431,2023-04-18,,2,,,,olds
23164,16503,2023-04-13,,2,,,1,olds
23179,16531,2023-04-18,,2,,,,olds
23036,17004,2023-03-21,,1,,,,olds
23265,17007,2023-05-22,,2,,,,olds
23041,17012,2023-03-19,,1,,,,olds
23071,17057,2023-03-25,,1,,,,olds
23264,17058,2023-05-22,,2,,,,olds
23035,17060,2023-03-19,,2,,,,olds
23093,17062,2023-03-29,,1,,,,olds
23037,17066,2023-03-21,,1,,,,olds
23111,17079,2023-04-03,,2,,,,olds
23197,17090,2023-04-24,,2,,,,olds
,17091,,,,1,,,olds
23167,17102,2023-04-15,,2,,,,olds
23143,17129,2023-04-09,,2,,,,olds
23067,17138,2023-03-24,,1,,,,olds
23068,17140,2023-03-22,,1,,,,olds
23180,17154,2023-04-18,,2,,,,olds
23257,17187,2023-05-19,,2,,,,olds
23208,17189,2023-04-22,,2,,,,olds
23020,17198,2023-03-15,,1,,,,olds
23268,17199,2023-05-21,,2,,,1,olds
23153,17257,2023-04-11,,2,,,,olds
23038,17262,2023-03-20,,1,,,,olds
