calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
21268,17071,2021-09-09,,1,,,,falls
21340,17075,2021-10-06,,2,,,,falls
21309,17076,2021-09-26,,2,,,,falls
21322,17103,2021-09-29,,2,,,,falls
,17125,,,0,,,,falls
21320,17151,2021-09-28,,2,,,,falls
21350,17160,2021-10-17,,2,,,,falls
,17206,,,0,,,,falls
21326,18033,2021-09-28,,2,,,,falls
21247,18062,2021-09-02,,1,,,,falls
21284,18082,2021-09-13,,1,,,,falls
21339,18146,2021-10-06,,2,,,,falls
21335,18158,2021-10-02,,2,,,,falls
,18169,,,0,,,,falls
21275,18171,2021-09-07,,1,,,,falls
21250,18183,2021-09-05,,1,,,,falls
21346,18195,2021-10-12,,2,,,,falls
21323,18199,2021-09-29,,2,,,,falls
21257,18217,2021-09-07,,1,,,,falls
21258,18221,2021-09-08,,1,,,,falls
21329,18270,2021-10-02,,2,,,,falls
