calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
20063,16351,2020-03-19,,1,,1,,youngs
20087,16351,2020-03-24,1,,,,,youngs
20110,16331,2020-03-29,,1,,,,youngs
20205,16319,2020-05-03,1,2,,,,youngs
20082,16311,2020-03-24,,1,,,,youngs
20044,16303,2020-03-16,,1,,,,youngs
20199,16283,2020-05-01,,2,,,,youngs
20191,16279,2020-04-28,,2,,,,youngs
20064,16207,2020-03-19,,1,,,,youngs
20059,16169,2020-03-19,,1,,,,youngs
20058,16147,2020-03-19,,1,,,,youngs
20197,16133,2020-05-01,,2,,,,youngs
20053,16129,2020-03-17,,1,,,,youngs
20241,16125,2020-05-25,,2,,,,youngs
20145,16103,2020-04-08,,1,,,,youngs
20035,16097,2020-03-12,,1,,,,youngs
20149,16083,2020-04-09,,2,,,,youngs
20066,16061,2020-03-20,,1,,,,youngs
20238,16037,2020-05-14,,2,,,,youngs
20192,16029,2020-04-29,,2,,,,youngs
20169,16015,2020-04-11,,2,,,,youngs
20162,16013,2020-04-11,,2,,,,youngs
20166,15533,2020-04-11,,2,,,,youngs
20096,15521,2020-03-26,1,1,,,,youngs
20146,15515,2020-04-08,,2,,,,youngs
,15511,,,0,,,,youngs
20165,15501,2020-04-13,1,2,,,,youngs
20167,15487,2020-04-13,,2,,,,youngs
,15485,,,0,,,,youngs
20222,15471,2020-05-08,,2,,,,youngs
20182,15461,2020-04-18,,2,,,,youngs
20164,15439,2020-04-14,,2,,,,youngs
20172,15419,2020-04-15,1,2,,,,youngs
,15407,,,0,,,,youngs
20173,15405,2020-04-15,1,2,,,,youngs
20139,15371,2020-04-07,1,2,,,,youngs
20170,15355,2020-04-14,,2,,,,youngs
20181,15343,2020-04-20,,2,,,,youngs
20179,15339,2020-04-15,,2,,,,youngs
20163,15333,2020-04-14,1,2,,,,youngs
20054,15313,2020-03-17,,1,,,,youngs
20207,15305,2020-05-05,,,,1,,youngs
20209,15305,2020-05-05,,2,,,,youngs
20076,15293,2020-03-24,,1,,,,youngs
20208,15283,2020-05-02,,2,,,,youngs
,15281,,,0,,,,youngs
20168,15279,2020-04-12,,2,,,,youngs
20075,15269,2020-03-23,,1,,,,youngs
,15205,,,0,,,,youngs
20204,15163,2020-05-03,,2,,,,youngs
20148,15147,2020-04-10,,2,,,,youngs
,15129,,,0,,,,youngs
20247,15109,2020-05-30,1,2,,,,youngs
20180,15101,2020-04-16,,2,,,,youngs
20183,15089,2020-04-19,,2,,,,youngs
20043,15079,2020-03-14,,1,,,,youngs
20049,15059,2020-03-17,,1,,,,youngs
20187,15057,2020-04-26,,2,,,,youngs
20171,15033,2020-04-13,,2,,,,youngs
20065,15021,2020-03-20,,1,,,,youngs
,6617,,,0,,,,olds
20242,6685,2020-05-24,,2,,,,olds
,6697,,,0,,,,olds
,6833,,,0,,,,olds
20085,6867,2020-03-25,,1,,,,olds
20091,7058,2020-03-25,,1,,,,olds
20210,7120,2020-05-06,,2,,,,olds
,7135,,,0,,,,olds
20175,7281,2020-04-19,,2,,,1,olds
20245,7361,2020-05-28,,2,,,,olds
,7389,,,0,,,,olds
20135,8408,2020-04-06,,2,,,,olds
20240,8505,2020-05-22,,2,,,,olds
,8555,,,0,,,,olds
20178,8560,2020-04-19,,2,,,,olds
,8613,,,0,,,,olds
20176,8707,2020-04-17,,2,,,,olds
20244,8783,2020-05-28,,2,,,,olds
20134,9163,2020-04-02,,1,,,,olds
20136,9981,2020-04-02,,1,,,,olds
,9991,,,0,,,,olds
20232,10011,2020-05-11,,2,,,1,olds
20084,10051,2020-03-25,,1,,,,olds
,10059,,,0,,,,olds
20114,10075,2020-03-29,,2,,,,olds
20105,10121,2020-03-27,,2,,,,olds
20117,10183,2020-03-29,,2,,,,olds
,10259,,,0,,,,olds
,10269,,,0,,,,olds
20104,10341,2020-03-27,,1,,,,olds
20158,10387,2020-04-13,,2,,,,olds
20219,10395,2020-05-08,,2,,,,olds
,10455,,,,1,,,olds
20229,11019,2020-05-09,,2,,,,olds
20094,11043,2020-03-25,,1,,,,olds
20246,11093,2020-05-28,,2,,,,olds
20230,11097,2020-05-09,,2,,,,olds
20070,11161,2020-03-22,,1,,,,olds
20221,11171,2020-05-08,,2,,,,olds
20069,11197,2020-03-20,,1,,,,olds
,11205,,,0,,,,olds
20113,11209,2020-03-30,,1,,,,olds
20233,11237,2020-05-12,,2,,,,olds
20211,11275,2020-05-06,,2,,,,olds
20118,11283,2020-03-29,,1,,,,olds
,11311,,,0,,,,olds
20200,12029,2020-05-01,,2,,,,olds
20234,12039,2020-05-13,,2,,,,olds
20227,12043,2020-05-10,1,2,,,,olds
20216,12091,2020-05-02,,2,,,,olds
20093,12107,2020-03-25,,1,,,,olds
20235,12111,2020-05-13,,2,,,,olds
20150,12125,2020-04-09,,2,,,,olds
20225,12129,2020-05-11,,2,,,1,olds
20243,12133,2020-05-24,,2,,,,olds
,12173,,,,1,,,olds
20068,12175,2020-03-22,1,1,,,,olds
20248,12203,2020-06-03,,2,,,,olds
20218,12223,2020-05-07,,2,,,,olds
20092,12289,2020-03-26,,1,,,,olds
20122,12325,2020-03-31,,1,,,,olds
20159,12357,2020-04-14,,2,,,,olds
20213,12359,2020-05-07,,2,,,,olds
20226,12377,2020-05-11,,2,,,,olds
20217,12389,2020-05-04,,2,,,,olds
,12405,,,0,,,,olds
20231,12447,2020-05-11,,2,,,,olds
20249,13007,2020-06-02,,2,,,,olds
20177,13021,2020-04-17,,2,,,,olds
20157,13037,2020-04-11,,2,,,,olds
,13049,,,0,,,,olds
20201,13067,2020-05-01,,2,,,,olds
20116,13085,2020-03-28,,1,,,,olds
20237,13121,2020-05-15,,2,,,,olds
,13139,,,0,,,,olds
,13143,,,0,,,,olds
,13149,,,0,,,,olds
20086,13155,2020-03-24,1,1,,,,olds
20236,13197,2020-05-14,,2,,,,olds
20115,13217,2020-03-30,,1,,,,olds
20214,13241,2020-05-05,,2,,,,olds
20102,13255,2020-03-27,,1,,,,olds
20056,13277,2020-03-19,,1,,,,olds
20088,13285,2020-03-25,,1,,,,olds
20202,13293,2020-05-01,1,2,,,,olds
,13329,,,0,,,,olds
,13333,,,0,,,,olds
,13337,,,0,,,,olds
20071,13351,2020-03-20,,1,,,,olds
20220,13359,2020-05-08,,2,,,,olds
20103,13365,2020-03-26,,1,,,,olds
20095,13379,2020-03-24,,1,,,,olds
,13387,,,0,,,,olds
20142,14035,2020-04-07,,2,,,,olds
20151,14051,2020-04-09,,2,,,,olds
20143,14061,2020-04-07,,2,,,,olds
20072,14091,2020-03-20,,1,,,,olds
20051,14099,2020-03-17,,1,,,,olds
20120,14107,2020-03-29,,1,,,,olds
20141,14111,2020-04-07,,2,,,,olds
20184,14129,2020-04-21,,2,,,,olds
20050,14139,2020-03-15,,1,,,,olds
20189,14149,2020-04-26,,2,,,,olds
20212,14179,2020-05-07,,2,,,,olds
20994,14189,2020-04-17,1,2,,,,olds
20215,14199,2020-05-07,,2,,,,olds
20055,14211,2020-03-17,,1,,,,olds
20089,14215,2020-03-26,,1,,,,olds
20090,14283,2020-03-24,,1,,,,olds
20052,14289,2020-03-16,,1,,,,olds
20073,14325,2020-03-22,,1,,,,olds
20228,14345,2020-05-10,,2,,,,olds
,14359,,,0,,,,olds
,14371,,,,1,,,olds
20160,14389,2020-04-14,,2,,,,olds
20057,14405,2020-03-20,,1,,,,olds
20140,14417,2020-04-06,,2,,,,olds
20119,14421,2020-03-29,,2,,,,olds
20998,14439,2020-03-25,1,1,,,,olds
,14465,,,0,,,,olds
20161,14477,2020-04-14,,2,,,,olds
20992,,2020-05-06,1,,,,,olds
20991,,2020-05-06,1,,,,,olds
20990,,2020-05-06,1,,,,,olds
