calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
21068,19206,2021-03-25,,2,,,,heifers
21013,19210,2021-03-08,,1,,,,heifers
21082,19215,2021-03-29,,2,,,,heifers
21028,19221,2021-03-14,,1,,,,heifers
21078,19222,2021-03-27,,2,,,,heifers
21076,19233,2021-03-26,,2,,,,heifers
21093,19234,2021-03-30,,2,,,,heifers
21003,19236,2021-03-06,,1,,,,heifers
,19237,,,,1,,,heifers
,18270,,,0,,,,threes
21015,18269,2021-03-10,,1,,,,threes
21168,18240,2021-04-22,,2,,,,threes
21072,18235,2021-03-26,,1,,,,threes
21191,18227,2021-04-28,,2,,,,threes
21030,18226,2021-03-15,,1,,,,threes
21144,18225,2021-04-13,,2,,,,threes
21057,18224,2021-03-20,,1,,,,threes
,18221,,,0,,,,threes
,18217,,,0,,,,threes
21140,18202,2021-04-09,,2,,,,threes
,18199,,,0,,,,threes
21023,18198,2021-03-12,,2,,,,threes
21059,18197,2021-03-20,,1,,,,threes
,18195,,,0,,,,threes
21219,18188,2021-05-12,,2,,,,threes
21192,18185,2021-04-28,,2,,,,threes
,18183,,,0,,,,threes
21047,18178,2021-03-18,,1,,,,threes
21205,18176,2021-05-05,,2,,,,threes
21202,18174,2021-05-01,,2,,,,threes
21232,18172,2021-05-16,,2,,,,threes
,18171,,,0,,,,threes
,18169,,,0,,,,threes
,18158,,,0,,,,threes
21119,18154,2021-04-06,,2,,,,threes
,18146,,,0,,,,threes
21050,18144,2021-03-21,,1,,,,threes
21120,18140,2021-04-04,,2,,,,threes
21170,18137,2021-04-22,,2,,,,threes
21193,18135,2021-04-29,,2,,,,threes
21043,18134,2021-03-17,,2,,,,threes
21139,18132,2021-04-09,,2,,,,threes
21145,18125,2021-04-11,,2,,,,threes
21058,18124,2021-03-21,,2,,,,threes
,18121,,,,1,,,threes
,18120,,,,1,,,threes
21098,18119,2021-04-01,,2,,,,threes
21134,18116,2021-04-08,,2,,,,threes
21041,18101,2021-03-17,,1,,,,threes
21180,18092,2021-04-24,,2,,,,threes
21204,18087,2021-05-04,,2,,,,threes
,18082,,,0,,,,threes
21122,18075,2021-04-04,,2,,,,threes
21183,18068,2021-04-27,,2,,,,threes
,18062,,,0,,,,threes
21032,18061,2021-03-14,,1,,,,threes
21174,18056,2021-04-22,,2,,,,threes
21121,18054,2021-04-04,,2,,,,threes
21208,18053,2021-05-05,,2,,,,threes
21065,18051,2021-03-23,,1,,,,threes
,18050,,,,1,,,threes
21042,18044,2021-03-18,,2,,,,threes
21217,18043,2021-05-10,,2,,,,threes
21033,18038,2021-03-15,,2,,,,threes
21118,18035,2021-04-04,,2,,,,threes
,18033,,,0,,,,threes
21064,18031,2021-03-23,,1,,,,threes
21024,18010,2021-03-12,,1,,,,threes
21123,18004,2021-04-05,,2,,,,threes
,18003,,,,1,,,threes
21007,18002,2021-03-07,,1,,,,threes
,17275,,,0,,,,youngs
21224,17262,2021-05-13,,2,,,,youngs
21185,17257,2021-04-26,,2,,,,youngs
21044,17209,2021-03-17,,1,,,,youngs
,17206,,,0,,,,youngs
21169,17199,2021-04-21,,2,,,,youngs
21210,17198,2021-04-29,,2,,,,youngs
21211,17189,2021-04-25,,2,,,,youngs
21181,17187,2021-04-26,,2,,,,youngs
,17179,,,0,,,,youngs
21055,17174,2021-03-20,,2,,,,youngs
21053,17167,2021-03-21,,1,,,,youngs
21236,17161,2021-05-19,,2,,,,youngs
21092,17154,2021-03-29,,1,,,,youngs
,17151,,,0,,,,youngs
21045,17140,2021-03-17,,1,,,,youngs
21160,17138,2021-04-19,,2,,,,youngs
21052,17129,2021-03-19,,1,,,,youngs
,17125,,,0,,,,youngs
,17110,,,0,,,,youngs
,17103,,,0,,,,youngs
21046,17102,2021-03-17,,1,,,,youngs
21203,17091,2021-05-03,,2,,,,youngs
21237,17090,2021-05-18,,2,,,,youngs
21034,17079,2021-03-16,,1,,,,youngs
,17076,,,0,,,,youngs
,17075,,,0,,,,youngs
,17071,,,0,,,,youngs
21051,17066,2021-03-22,,1,,,,youngs
21138,17064,2021-04-09,,2,,,,youngs
21209,17062,2021-05-05,,2,,,,youngs
21031,17060,2021-03-15,,1,,,,youngs
21227,17058,2021-05-14,,3,,,,youngs
21220,17057,2021-05-11,,3,,,,youngs
,17055,,,0,,,,youngs
21035,17020,2021-03-15,1,2,,,,youngs
21182,17012,2021-04-26,,2,,,,youngs
21218,17007,2021-05-11,,2,,,,youngs
21143,17004,2021-04-12,,2,,,,youngs
,16533,,,na,,,,youngs
21231,16531,2021-05-16,,2,,,,youngs
21184,16503,2021-04-26,,2,,,,youngs
,16453,,,0,,,,youngs
21195,16431,2021-04-30,,2,,,,youngs
,16425,,,0,,,,youngs
21242,16397,2021-06-01,,2,,,,youngs
,16363,,,0,,,,youngs
21108,16351,2021-04-04,,2,,,,youngs
21153,16331,2021-04-15,,2,,,,youngs
21206,16319,2021-05-04,,2,,,,youngs
21054,16311,2021-03-20,,1,,,,youngs
,16303,,,0,,,,youngs
21216,16283,2021-05-08,,2,,,,youngs
21167,16279,2021-04-22,,2,,,,youngs
21056,16207,2021-03-21,,1,,,,youngs
21071,16169,2021-03-25,,2,,,,youngs
21036,16147,2021-03-16,,1,,,,youngs
,16133,,,,1,,,youngs
21026,16129,2021-03-13,,1,,,,youngs
,16125,,,0,,,,youngs
21066,16103,2021-03-22,,1,,,,youngs
,16097,,,0,,,,youngs
21150,16083,2021-04-15,,2,,,,youngs
21158,16061,2021-04-17,,2,,,,youngs
21173,16037,2021-04-23,,2,,,,youngs
21124,16029,2021-04-04,,2,,,,youngs
21037,16015,2021-03-17,,1,,,,youngs
21186,16013,2021-04-26,,2,,,,youngs
21115,8408,2021-04-04,,1,,,,olds
,8560,,,0,,,,olds
,8707,,,0,,,,olds
21166,8783,2021-04-22,,2,,,,olds
21172,9163,2021-04-23,,1,,,,olds
21235,9981,2021-05-16,,2,,,,olds
21223,10011,2021-05-13,,2,,,,olds
,10051,,,0,,,,olds
21215,10075,2021-05-09,,2,,,,olds
21214,10121,2021-05-10,,2,,,,olds
,10183,,,0,,,,olds
21136,10341,2021-04-08,,1,,,,olds
21109,10387,2021-04-02,,1,,,,olds
21163,10395,2021-04-22,,2,,,,olds
21130,11019,2021-04-04,,1,,,,olds
21087,11043,2021-03-28,,1,,,,olds
21197,11093,2021-05-01,,2,,,1,olds
,11097,,,0,,,,olds
21151,11161,2021-04-14,,2,,,,olds
21128,11171,2021-04-04,,1,,,,olds
21148,11197,2021-04-13,,2,,,,olds
,11209,,,0,,,,olds
21233,11237,2021-05-18,,2,,,,olds
21239,11275,2021-05-19,,2,,,,olds
21142,11283,2021-04-09,,1,,,,olds
21112,12029,2021-04-05,,1,,,,olds
21244,12039,2021-06-04,,2,,,,olds
,12043,,,,1,,,olds
21165,12091,2021-04-20,,2,,,,olds
21199,12107,2021-05-01,,2,,,,olds
21234,12111,2021-05-18,,2,,,,olds
21992,12125,2021-04-26,1,2,,,,olds
21243,12129,2021-05-24,,2,,,,olds
21127,12133,2021-04-06,,1,,,,olds
21101,12175,2021-04-02,,1,,,,olds
21155,12203,2021-04-18,,2,,,1,olds
,12223,,,,1,,,olds
21198,12289,2021-05-01,,2,,,,olds
21162,12325,2021-04-22,,2,,,,olds
,12357,,,0,,,,olds
21222,12359,2021-05-12,,2,,,,olds
21088,12377,2021-03-29,,1,,,,olds
21116,12389,2021-04-04,,1,,,,olds
21164,12447,2021-04-21,,2,,,,olds
21129,13007,2021-04-06,,2,,,1,olds
21229,13021,2021-05-15,,2,,,,olds
21225,13037,2021-05-14,,2,,,,olds
21179,13043,2021-04-24,,,,,,olds
21189,13067,2021-04-27,,2,,,,olds
21131,13085,2021-04-05,,2,,,,olds
21212,13121,2021-05-06,,2,,,,olds
21188,13155,2021-04-26,,2,,,,olds
21125,13197,2021-04-06,,1,,,,olds
,13217,,,0,,,,olds
,13241,,,0,,,,olds
21100,13255,2021-04-02,,1,,,,olds
21074,13277,2021-03-26,,1,,,,olds
21141,13285,2021-04-09,,1,,,,olds
21200,13351,2021-04-30,,2,,,,olds
21194,13359,2021-04-29,,2,,,,olds
21187,13365,2021-04-27,,2,,,,olds
21213,13379,2021-05-07,,2,,,,olds
21159,14035,2021-04-20,,2,,,,olds
21161,14051,2021-04-21,,2,,,,olds
,14061,,,0,,,1,olds
,14091,,,0,,,,olds
,14099,,,0,,,,olds
21113,14107,2021-04-02,,1,,,,olds
21228,14111,2021-05-17,,2,,,,olds
21135,14129,2021-04-08,1,1,,,,olds
21099,14139,2021-04-01,,1,,,,olds
,14149,,,0,,,,olds
,14179,,,0,,,,olds
21238,14199,2021-05-20,,2,,,,olds
21221,14211,2021-05-12,,2,,,,olds
21090,14215,2021-03-29,,1,,,,olds
,14283,,,,1,,,olds
21089,14289,2021-03-30,,1,,,,olds
21111,14325,2021-04-05,,1,,,,olds
,14345,,,0,,,,olds
,14389,,,0,,,,olds
21156,14405,2021-04-19,,2,,,,olds
,14417,,,0,,,,olds
21226,14421,2021-05-14,,2,,,,olds
21241,14477,2021-06-01,,2,,,,olds
21114,15021,2021-04-04,,1,,,,olds
,15033,,,0,,,,olds
21201,15057,2021-05-02,,2,,,,olds
21196,15059,2021-04-30,,2,,,,olds
21157,15079,2021-04-17,,2,,,,olds
21063,15089,2021-03-22,,1,,,,olds
21073,15101,2021-03-25,,1,,,,olds
21230,15109,2021-05-15,,2,,,1,olds
21067,15147,2021-03-23,,1,,,,olds
21110,15163,2021-04-04,,2,,,,olds
,15269,,,0,,,,olds
21178,15279,2021-04-26,,2,,,,olds
21038,15283,2021-03-17,,1,,,,olds
21152,15293,2021-04-16,,2,,,,olds
21240,15305,2021-05-21,,2,,,,olds
21039,15313,2021-03-17,,1,,,,olds
21146,15333,2021-04-12,,2,,,,olds
21062,15339,2021-03-21,,1,,,,olds
21061,15343,2021-03-22,,1,,,,olds
,15355,,,0,,,,olds
21048,15371,2021-03-19,,1,,,,olds
21096,15405,2021-03-30,,2,,,,olds
21126,15419,2021-04-06,,2,,,,olds
21993,15439,2021-04-14,1,2,,,,olds
21190,15461,2021-04-26,,2,,,,olds
,15471,,,0,,,,olds
21177,15487,2021-04-25,,2,,,,olds
,15501,,,0,,,1,olds
,15515,,,0,,,,olds
21207,15521,2021-05-05,,2,,,,olds
21060,15533,2021-03-22,,1,,,,olds
