calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
,16261,,,2,,,1,2019
19333,16281,2019-10-01,,2,,,1,2019
19313,16287,2019-09-24,,2,,,1,2019
19323,16307,2019-09-30,,2,,,1,2019
19295,16329,2019-09-12,,2,,,1,2019
19337,16345,2019-10-04,,2,,,1,2019
19298,16367,2019-09-15,,2,,,1,2019
,16391,,,0,,,1,2019
19271,16429,2019-09-06,,2,,,1,2019
19342,16463,2019-10-09,,2,,,1,2019
19318,16475,2019-09-25,,2,,,1,2019
19304,16495,2019-09-15,,2,,,1,2019
19322,16571,2019-09-27,,2,,,1,2019
19340,16575,2019-10-06,,2,,,1,2019
