calfID,cowID,DOB,calf_died,AI,Preg_loss,Twin,No_breed,Group
22149,18132,2022-04-03,,2,,,,youngs
22054,18124,2022-03-20,,1,,,,youngs
22179,18121,2022-04-07,,2,,,,youngs
22032,18120,2022-03-12,,1,,,,youngs
22091,18119,2022-03-25,,2,,,,youngs
22187,18116,2022-04-11,,2,,,,youngs
,18101,,,0,,,,youngs
,18092,,,,1,,1,youngs
22132,18087,2022-03-29,,2,,,1,youngs
22230,18075,2022-04-21,,2,,,,youngs
22067,18068,2022-03-21,,2,,,1,youngs
22124,18061,2022-03-29,,2,,,,youngs
22193,18056,2022-04-10,,2,,,1,youngs
22071,18054,2022-03-21,,1,,,,youngs
,18053,,,0,,,1,youngs
22040,18051,2022-03-14,,1,,,,youngs
22147,18050,2022-04-04,,2,,,,youngs
22229,18044,2022-04-19,,2,,,,youngs
22255,18043,2022-05-01,,2,,,1,youngs
22042,18038,2022-03-15,,1,,,,youngs
22029,18035,2022-03-14,,1,,,,youngs
22173,18010,2022-04-08,,2,,,,youngs
22037,18004,2022-03-11,,1,,,,youngs
22171,18003,2022-04-08,,2,,,,youngs
22172,18002,2022-04-11,,2,,,,youngs
22066,17262,2022-03-21,,2,,,1,youngs
22148,17257,2022-03-31,,2,,,,youngs
,17209,,,0,,,,youngs
22281,17199,2022-05-27,,2,,,1,youngs
22111,17198,2022-03-29,,2,,,1,youngs
22127,17189,2022-03-29,,1,,,,youngs
22034,17187,2022-03-11,,2,,,1,youngs
22208,17174,2022-04-14,,2,,,,youngs
,17167,,,0,,,,youngs
22165,17161,2022-04-07,,2,,,1,youngs
22051,17154,2022-03-18,,1,,,,youngs
22043,17140,2022-03-16,,1,,,,youngs
22070,17138,2022-03-19,,1,,,,youngs
22094,17129,2022-03-24,,2,,,,youngs
22125,17102,2022-03-29,,2,,,,youngs
22196,17091,2022-04-12,,2,,,1,youngs
22142,17090,2022-04-03,,2,,,,youngs
22143,17090,2022-04-03,,2,,1,1,youngs
22069,17079,2022-03-21,,2,,,,youngs
22992,17066,2022-03-31,1,1,,,,youngs
22192,17062,2022-04-06,,2,,,1,youngs
22044,17060,2022-03-15,,1,,,,youngs
22189,17058,2022-04-11,,2,,,1,youngs
22053,17057,2022-03-18,,1,,,,youngs
22030,17012,2022-03-11,,2,,,1,youngs
22090,17007,2022-03-22,,2,,,1,youngs
22212,17004,2022-04-14,,2,,,,youngs
22078,8408,2022-03-22,,1,,,,olds
22263,8783,2022-05-08,,2,,,,olds
22178,9981,2022-04-11,,2,,,1,olds
22168,10011,2022-04-07,,2,,,1,olds
22184,10075,2022-04-08,1,2,,,1,olds
22211,10121,2022-04-14,,2,,,1,olds
22099,10341,2022-03-25,,1,,,,olds
22057,10387,2022-03-18,1,1,,,,olds
,10395,,,0,,,,olds
22205,11019,2022-04-13,,2,,,,olds
22203,11043,2022-04-13,,2,,,,olds
,11093,,,0,,,1,olds
22102,11161,2022-03-25,,2,,,,olds
22994,11171,2022-03-23,1,2,,,,olds
22183,11197,2022-04-10,,2,,,,olds
22235,11237,2022-04-19,,2,,,1,olds
22227,11275,2022-04-17,,2,,,1,olds
22237,11283,2022-04-19,,1,,,,olds
22209,12029,2022-04-14,,2,,,,olds
,12039,,,0,,,1,olds
22207,12043,2022-04-13,,2,,,1,olds
22276,12091,2022-05-16,,2,,,,olds
,12107,,,2,,,1,olds
22236,12111,2022-04-18,,2,,,1,olds
22204,12125,2022-04-13,,2,,,,olds
22262,12129,2022-05-08,,2,,,1,olds
22198,12133,2022-04-12,,2,,,,olds
,12175,,,0,,,,olds
,12203,,,0,,,,olds
22202,12223,2022-04-12,,2,,,1,olds
22251,12289,2022-05-02,,2,,,1,olds
22217,12325,2022-04-14,,2,,,,olds
22181,12359,2022-04-08,,2,,,1,olds
22080,12377,2022-03-24,,1,,,,olds
22244,12389,2022-04-19,,2,,,,olds
22100,12447,2022-03-26,,1,,,,olds
22101,13007,2022-03-25,,1,,,,olds
22274,13021,2022-05-16,,2,,,1,olds
22194,13037,2022-04-12,,2,,,1,olds
22063,13067,2022-03-20,,1,,,,olds
22185,13085,2022-04-10,,2,,,,olds
,13121,,,0,,,1,olds
22216,13155,2022-04-15,,2,,,,olds
22081,13197,2022-03-24,,1,,,,olds
22121,13255,2022-03-31,,2,,,,olds
22995,13277,2022-03-17,1,1,,,,olds
22231,13285,2022-04-21,,2,,,,olds
22245,13351,2022-04-23,,1,,,,olds
22233,13359,2022-04-19,,2,,,,olds
22210,13365,2022-04-14,,2,,,,olds
22163,13379,2022-04-05,1,2,,,1,olds
22215,14035,2022-04-14,,2,,,,olds
22131,14051,2022-04-03,,1,,,,olds
22273,14107,2022-05-14,,2,,,,olds
22197,14111,2022-04-12,,2,,,1,olds
22109,14129,2022-03-28,,1,,,,olds
22061,14139,2022-03-20,,1,,,,olds
22266,14199,2022-05-12,,2,,,1,olds
22253,14211,2022-05-01,,2,,,1,olds
22059,14215,2022-03-20,,1,,,,olds
22252,14283,2022-05-02,,2,,,1,olds
22083,14289,2022-03-22,,1,,,,olds
22214,14325,2022-04-15,,2,,,,olds
22206,14405,2022-04-13,,2,,,1,olds
22272,14421,2022-05-15,,2,,,1,olds
22160,14477,2022-04-04,,2,,,1,olds
22271,15021,2022-05-15,,,,,,olds
22275,15021,2022-05-15,,2,,,,olds
22261,15057,2022-05-05,,2,,,1,olds
22110,15059,2022-03-28,,1,,,,olds
22162,15079,2022-04-04,,2,,,,olds
22103,15089,2022-03-27,,1,,,,olds
22098,15101,2022-03-25,,1,,,,olds
22161,15109,2022-04-04,,2,,,1,olds
22086,15147,2022-03-23,,1,,,,olds
22060,15163,2022-03-20,,1,,,,olds
22228,15279,2022-04-18,,2,,,,olds
,15283,,,0,,,,olds
22232,15293,2022-04-15,,2,,,,olds
22218,15305,2022-04-14,,2,,,1,olds
22082,15313,2022-03-23,,1,,,,olds
,15333,,,,1,,,olds
22234,15339,2022-04-20,,2,,,,olds
22258,15343,2022-05-04,,2,,,,olds
22079,15371,2022-03-24,,1,,,,olds
22213,15405,2022-04-14,,2,,,,olds
22238,15419,2022-04-19,,2,,,,olds
22130,15439,2022-03-31,,2,,,,olds
22166,15461,2022-04-06,,2,,,,olds
22195,15487,2022-04-11,,2,,,,olds
22199,15521,2022-04-12,,2,,,1,olds
22122,15533,2022-03-30,1,2,,,,olds
22085,16013,2022-03-24,,1,,,,olds
22267,16015,2022-05-10,,2,,,,olds
22039,16029,2022-03-15,,1,,,,olds
22167,16037,2022-04-06,,2,,,,olds
22129,16061,2022-04-02,,2,,,,olds
22058,16083,2022-03-18,,1,,,,olds
22104,16103,2022-03-26,,1,,,,olds
22038,16129,2022-03-13,,1,,,,olds
22105,16133,2022-03-24,,2,,,,olds
22200,16147,2022-04-12,,2,,,,olds
22180,16169,2022-04-10,,2,,,,olds
,16207,,,0,,,,olds
22049,16279,2022-03-16,,1,,,,olds
22056,16283,2022-03-20,,2,,,1,olds
22128,16311,2022-04-02,,2,,,,olds
,16319,,,0,,,1,olds
22062,16331,2022-03-21,,1,,,,olds
22084,16351,2022-03-23,,2,,,,olds
,16397,,,2,,,1,olds
22182,16431,2022-04-11,,2,,,1,olds
22280,16503,2022-05-22,,2,,,,olds
22087,16531,2022-03-22,,2,,,1,olds
